time,weathercode (wmo code),temperature_2m_mean (°C),apparent_temperature_mean (°C),shortwave_radiation_sum (MJ/m²),precipitation_sum (mm),rain_sum (mm),precipitation_hours (h),windspeed_10m_max (km/h),windgusts_10m_max (km/h),winddirection_10m_dominant (°),et0_fao_evapotranspiration (mm)
12/16/2022,0,18.9,20.4,20.83,0,0,0,13.7,29.5,8,4.45
12/17/2022,2,19.8,21.8,19.4,0,0,0,16.4,33.8,21,3.94
12/18/2022,3,20.1,22.2,15.91,0,0,0,19.2,40,52,3.21
12/19/2022,3,19.8,21.4,18.24,0,0,0,15.9,35.3,65,3.53
12/20/2022,1,19.6,21.6,20.27,0,0,0,11.9,27,70,3.97
12/21/2022,2,19.1,20.7,20.71,0,0,0,12.1,27.7,59,4.15
12/22/2022,1,18.4,19.4,21.06,0,0,0,14.9,32.8,51,4.34
12/23/2022,1,18.8,19.9,21.34,0,0,0,11.8,28.1,41,4.36
12/24/2022,1,18.6,19.9,21.18,0,0,0,11.8,26.6,41,4.26
12/25/2022,51,19.8,21.7,10.13,2.4,2.4,12,18.7,35.3,59,1.93
12/26/2022,51,21.6,23.6,13.69,1,1,7,18.9,39.6,97,2.76
12/27/2022,51,21.2,23.7,12.08,1.5,1.5,9,17.8,37.1,106,2.48
12/28/2022,3,21.7,24.3,17.81,0,0,0,12.6,29.9,101,3.69
12/29/2022,2,20.7,23,20.83,0,0,0,12.4,28.4,96,4.24
12/30/2022,0,20,22,21.09,0,0,0,11.7,30.6,92,4.25
12/31/2022,1,19.9,21.5,21.3,0,0,0,8.1,23,89,4.17
1/1/2023,1,19.9,21.6,20.91,0,0,0,11.3,26.3,78,4.25
1/2/2023,1,19.5,20.4,21.45,0,0,0,14.8,34.2,98,4.46
1/3/2023,3,19.7,21,20.48,0,0,0,13.7,32,95,4.08
1/4/2023,3,19.6,20.7,21.25,0,0,0,13.4,33.5,98,4.19
1/5/2023,3,19.7,20.2,17.16,0,0,0,16.7,36.7,101,3.6
1/6/2023,3,19.6,19.8,20.06,0,0,0,18.7,38.9,82,4.15
1/7/2023,3,19.4,20.3,14.9,0,0,0,18.3,38.2,75,3.1
1/8/2023,3,19.8,20.9,20.06,0,0,0,13.4,29.9,62,3.81
1/9/2023,3,18.8,18.1,22.21,0,0,0,12,28.4,80,4.52
1/10/2023,2,17.6,17.9,22.59,0,0,0,14,34.9,79,4.51
1/11/2023,2,18.1,18,22.74,0,0,0,11.5,28.8,79,4.69
1/12/2023,0,18.8,18.5,22.67,0,0,0,10.9,29.2,80,4.77
1/13/2023,1,19.3,19.2,22.17,0,0,0,10,22.7,95,4.62
1/14/2023,1,19.4,19.1,22.52,0,0,0,9.1,24.1,92,4.73
1/15/2023,0,19.2,19,23.06,0,0,0,9.8,22.7,96,4.91
1/16/2023,0,19.7,20,22.82,0,0,0,12.4,21.2,90,4.83
1/17/2023,0,19.2,19.5,22.78,0,0,0,11.9,22.3,111,4.82
1/18/2023,2,18.9,19.6,22.18,0,0,0,12.4,24.5,98,4.57
1/19/2023,3,19.1,19.3,22.59,0,0,0,12.6,25.9,92,4.71
1/20/2023,3,18.9,19.4,22.17,0,0,0,12.4,30.2,107,4.25
1/21/2023,3,20.6,20.9,19.05,0,0,0,12.6,30.2,94,3.85
1/22/2023,3,19.9,19.8,21.93,0,0,0,14.9,33.8,93,4.62
1/23/2023,3,20.1,20.8,16.42,0,0,0,14.4,31,107,3.43
1/24/2023,51,21.3,22.4,17.14,0.1,0.1,1,14.2,27.7,124,3.59
1/25/2023,3,20.3,20.6,21.8,0,0,0,13,25.6,112,4.57
1/26/2023,3,20.1,20.6,22.95,0,0,0,13,23.8,104,4.71
1/27/2023,3,19.9,20.8,22.71,0,0,0,11,25.9,98,4.72
1/28/2023,0,19.6,19.5,23.36,0,0,0,13.7,32.4,80,5.11
1/29/2023,1,19.8,20.2,23.09,0,0,0,17.3,38.5,87,5.12
1/30/2023,51,20.8,22.5,15.75,0.4,0.4,4,11.9,25.2,95,3.23
1/31/2023,3,21.9,22.5,19.66,0,0,0,17,37.8,59,4.45
2/1/2023,3,21.5,21.1,21.43,0,0,0,17.7,39.2,56,5.11
2/2/2023,3,22.1,20.4,14,0,0,0,19.8,43.6,62,4.35
2/3/2023,3,21.2,20.8,13.06,0,0,0,19.2,39.6,77,3.56
2/4/2023,2,22.1,22.4,22.14,0,0,0,16.1,36,83,5.36
2/5/2023,1,22.1,22.4,23.53,0,0,0,13.6,32,94,5.55
2/6/2023,1,21.8,21.9,23.73,0,0,0,11.9,28.1,103,5.23
2/7/2023,1,22.1,23.5,22.63,0,0,0,10.4,20.2,126,4.65
2/8/2023,1,22.9,23.4,23.61,0,0,0,12,28.1,82,5.4
2/9/2023,1,22.5,22.8,23.79,0,0,0,14.2,33.5,85,5.45
2/10/2023,1,22.3,21.8,24.17,0,0,0,15.3,35.3,80,5.67
2/11/2023,1,22.2,21.2,24.56,0,0,0,12.8,30.6,79,5.67
2/12/2023,1,22.6,21.9,24.6,0,0,0,15.7,35.3,84,6.07
2/13/2023,0,NaN,NaN,NaN,NaN,NaN,0,9.8,16.6,NaN,NaN
2/14/2023,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN
2/15/2023,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN
2/16/2023,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN
2/17/2023,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN
2/18/2023,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN
